inchikey,restriction_list,candidate_list,authorisation_list,pops_list,eu_positive_list,harmonised_list,restriction_process,svhc_identification,authorisation_process,dossier_evaluation,clh_process,substance_evaluation,pbt_assessment,ed_assessment,reach_registrations,pesticides,sommatie_stoffen
PITJAAIPVBVRAO-ZETCQYMHSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WSUZWTPRZQLWHI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KKQAVHGECIBFRQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MNOJRWOWILAHAV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZJQGGFJSKJQCBD-PMACEKPBSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZOWSJJBOQDKOHI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YLYBTZIQSIBWLI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
INSCMIFABOJDRE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IIDJRNMFWXDHID-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NZWIYPLSXWYKLH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TXFOLHZMICYNRM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HVVNJUAVDAZWCB-YFKPBYRVSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KFBOUJZFFJDYTA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OJRUZZLZXHSTAH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JTTAUPUMOLRVRA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NMOYKBFAUKIKMN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
APRNQTOXCXOSHO-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RIBZKYVKDZGFBP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZCTXEAQXZGPWFG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WZNPFTFNSFSTNM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WDFDJSRQMAZXEJ-RVDMUPIBSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BSXGCUHREZFSRY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LRAJIZNKBMCWJE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MWFLUYFYHANMCM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IRVAUMHWBDVRPH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MOBJCMJALNXKIW-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XPZMYVLPCBJYFT-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MPAWVDTVWPPKJQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OAFJAALOFJVHMK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VKHWQJGOWVVAHW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XIFJZJPMHNUGRA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NGSWKAQJJWESNS-ZZXKWVIFSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WPTJBFNYRRZIDZ-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YDMYVTCIPQGGPB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IQUNZGOZUJITBJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CIMREIWUKKSZFD-UHFFFAOYSA-H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UPIKAIAOTXEAAZ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CESUXLKAADQNTB-SSDOTTSWSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OKFNSRHNCAUVOQ-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UBKBVPONTPMQQW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MKPMHJQMNACGDI-VHSXEESVSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GLFNIEUTAYBVOC-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SNJANQMHRGSHFN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VEZKFOIEZCNFBT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WNYIBZHOMJZDKN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QQIZDODXXNAZOY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NDQKGEFMUGSRNS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZHURYQINAXWNAH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SUWKOEMQNOBJEQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NJZCRXQWPNNJNB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NTPOZDBAGMLNQA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CKLJMWTZIZZHCS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MFPLOZTTYKIUQU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RLYYSFFENVLPTA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GELKGHVAFRCJNA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KOFGHHIZTRGVAF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQIDMVKHMHGZPN-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LAMMLENPKIOKSX-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LQERQMAWTHYJIQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GYHPTPQZVBYHLC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DUFGYCAXVIUXIP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MPLGIGIOVUTMJA-DTWKUNHWSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IIBDWUYLLXGUHQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QCPKTMACPAKCKW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QNJOVLAFLJQFBF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HFVPHRJCTIRZEM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PXIKRTCSSLJURC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VEIWYFRREFUNRC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HNURKXXMYARGAY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NIFDPVFMBJUPOR-SFHVURJKSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GAGGCOKRLXYWIV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CUNVTZVWJLBPQS-JGVFFNPUSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AIALTZSQORJYNJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IQXUIDYRTHQTET-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DSQQMDYFAZUMFS-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RWOLDZZTBNYTMS-ZETCQYMHSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UWBICEKKOYXZRG-WNHSNXHDSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TYASLDPXCAROPT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GVNHOISKXMSMPX-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RAFNCPHFRHZCPS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YWJHQHJWHJRTAB-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OVQJAEGJPUEXQD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WGLLSSPDPJPLOR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QTUZSJSEZUZNAS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RFKBXYVXTHLYNT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJSFXFJUJDOSND-VIFPVBQESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LSPMHHJCDSFAAY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CIFYUXXXOJJPOL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NORZZKKLCYMBBF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGZVXLFVBKDMJH-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GADIJPCDIWZEMB-BTNVMJJCSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MESMQGKAVXOGHJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IBYHHJPAARCAIE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZEBGLCLVPCOXIV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DNXXUUPUQXSUFH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XJHABGPPCLHLLV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QIJMMRNZBJHXRI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CRBOSZMVDHYLJE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HLVJBBWMBPQZAE-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLFGIOIONGJGRT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QWCRAEMEVRGPNT-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XXMINDVVBVJXLN-GOFGAPPUSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IUJDSEJGGMCXSG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZSJHASYJQIRSLE-GQCTYLIASA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LOFHCHIYFDFUNK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SVURIXNDRWRAFU-OGMFBOKVSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UPQZOUHVTJNGFK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ISUIVWNWEDIHJD-HRFVKAFMSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MBAYVHBJJXOOIY-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OBVUNBOAQKBVHJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JBVHZLPYBQHUQH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QIIXKWMKRRMRFV-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GVCWGFZDSIWLMO-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QZTKDVCDBIDYMD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RYYSBSQFGNGKGH-VAALMUBNSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MXEQSUUFNWPUJH-RDWHIKKYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LNRIEBFNWGMXKP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XEFUJGURFLOFAN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JPSITVNBUQSBEV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NFNLMGYLSDEJKS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MTCFGRXMJLQNBG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AGQCDNFPYKDZBO-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KJTLSVCANCCWHF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FNMPODAQERUMDD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MLIREBYILWEBDM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DYGZSZMGQKXDRZ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BMLLKQIRMUVQNV-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DZUDAROQGILUTD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HMUNZEYTSRPVBE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MTNZPWYMBRSDTL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GUFHEIAUPRGDNQ-ALONWEKESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TWQLYMUAFVULQL-UHFFFAOYSA-J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BCKOXYRJSUXWQH-FNORWQNLSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QVAUOEHPYOFAQA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HYLOSPCJTPLXSF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WQINSVOOIJDOLJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JIZRGGUCOQKGQD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZMSPORBEWWUAJR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CVNOWLNNPYYEOH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KDGFLJKFZUIJMX-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BKUHNVYPRVILOX-BQBZGAKWSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GPYLCFQEKPUWLD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UZAFZWUWHHFWOK-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OFVBNFHLHRQPLC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WSEQLMQNPBNMSL-FJXQXJEOSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HMOZDINWBHMBSQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTOLFQXGRCJFQN-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FEWMLRARKGRCCE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MTSLFKWJINJVBO-ZCPXKWAGSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NZHUXMZTSSZXSB-MOPGFXCFSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VYYKGEAVUMSSBR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CIPBJDPIFXKOLJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ONTQJDKFANPPKK-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HSOFIFZZCZLBFE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RWYDZCISLBOUMH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VFJYIHQDILEQNR-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BXICAEQXJKTNSD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZOOSILUVXHVRJE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KLKBCNDBOVRQIJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LVSQXDHWDCMMRJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XRBKIMPIQSGVAO-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NALDFXSDXQXFPL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IGKJGDPLKUTDEK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AEKVBBNGWBBYLL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LTGCMYGQTCMNDC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FHYAVQBEWODTDR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LNODIGSABOGNBQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QGXKMJVEULWQSB-VWNXMTODSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KSCPLKVBWDOSAI-NKWVEPMBSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HJMVPNAZPFZXCP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JPPHEZSCZWYTOP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FTNJQNQLEGKTGD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BVAUHWMMAVAPFK-LSVBPWPTSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JQZAEUFPPSRDOP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VOIZNVUXCQLQHS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KUSIIMXPGJKPHK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RELLLNVFFUWXHI-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CWLNAJYDRSIKJS-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCNTZFIIOFTKIY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HHLJUSLZGFYWKW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PCCREHACDHFBNR-NBSWCIFBSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DTYBRSLINXBXMP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JZJXKEWVUBVOEH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KPRGCHOFIFFEST-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FJCFFCXMEXZEIM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HQBKGOCRCWUTTD-UHFFFAOYSA-J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DMTINRVJBGOLMJ-UHFFFAOYSA-L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SSZWWUDQMAHNAQ-VKHMYHEASA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KWWCVCFQHGKOMI-HZPDHXFCSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BOWDPJFAGBREQM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RTXYIHGMYDJHEU-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UUSQFLGKGQEVCM-UHFFFAOYSA-M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QJCOOZSSWORRPC-UHFFFAOYSA-K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LYTGSAGFBXXLQF-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DMKUCMYAMVVGLJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GOVUVIWZMYRXMY-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KAYYHMZDZXDPDJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
USZMRJRYGHZJID-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NQCPECCCWDWTJJ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GRWVQDDAKZFPFI-UHFFFAOYSA-H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IHNSIFFSNUQGQN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VVOXTERFTAJMAA-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MYWUZJCMWCOHBA-VIFPVBQESA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KGEKLUUHTZCSIP-HOSYDEDBSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MVGJRISPEUZYAQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
QFJCIRLUMZQUOT-HPLJOQBZSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VFTFKUDGYRBSAL-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PQAMFDRRWURCFQ-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CQOVPNPJLQNMDC-ZETCQYMHSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JPUHCPXFQIXLMW-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UZEKJKOIIZBJFR-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WPYNXKFLSQEEFE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZHDZSLPFJHQROD-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LZFLJGDUWIAEMH-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BVUMWMSJZHOLBQ-CBOJUQFSSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
KPGXRSRHYNQIFN-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LHCFAZQDKKRUDE-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RXCPQSJAVKGONC-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ZMUCVNSKULGPQG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RGOFXWXKWORKIP-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LBVMWHCOFMFPEG-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
YOUNXJAJHCCMNK-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZVXORNFUYLTVBM-UHFFFAOYSA-N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
