inchikey,restriction_list,candidate_list,authorisation_list,pops_list,eu_positive_list,harmonised_list,restriction_process,svhc_identification,authorisation_process,dossier_evaluation,clh_process,substance_evaluation,pbt_assessment,ed_assessment,reach_registrations,pesticides,sommatie_stoffen
KMNUDJAXRXUZQS-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
YBKBEKGVHFHCRI-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUNWUEBNSZSNRX-RKGWDQTMSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XPNWIWHUGHAVLC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CTPKSRZFJSJGML-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ODJQKYXPKWQWNK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
URAYPUMNDPQOKB-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ZFOZVQLOBQUTQQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
NLVXSWCKKBEXTG-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MXODCLTZTIFYDV-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MXODCLTZTIFYDV-ZTYDOUOLSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OZAIFHULBGXAKX-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
KDGNCLDCOVTOCS-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
JQVDAXLFBXTEQA-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
SGHZXLIDFTYFHQ-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
UJMBCXLDXJUMFB-UHFFFAOYSA-K,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SZVJSHCCFOBDDC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
VGXKKUHITYCBBY-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XCJYREBRNVKWGJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
IRERQBUNZFJFGC-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MLBBEXBAMPAHNN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BPTIQQPCZIPFFJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
QDOXWKRWXJOMAK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
GUYIZQZWDFCUTA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HKYYDLYCGBDWSB-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
JEIPFZHSYJVQDO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PXUJYZVHENREBB-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BNOJIFCMRRONPS-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
GEVPMCITMSGJKL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
GKPNTENSJLYPAC-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PLYDMIIYRWUYBP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PZTQVMXMKVTIRC-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
HNMCSUXJLGGQFO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CGLVZFOCZLHKOH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YCEJLNKYYGDNTD-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QRFIXNBFUBOBTH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RYPCWUSNYYUKLG-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
UFORAEIAYCSGCR-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0
ZOTFNDQLJIXYRU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LJFWQNJLLOFIJK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RLRHPCKWSXWKBG-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HSLFISVKRDQEBY-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WYHIYIVTCWNVCW-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FLVIGYVXZHLUHP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
WYUIWUCVZCRTRH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
DNPSGCQXSGVQSK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MHKLKWCYGIBEQF-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
SCXYLTWTWUGEAA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JIEWQZNTUPWNMX-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LFMQNMXVVXHZCC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FGTGLSICSXCNJM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VCOONNWIINSFBA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DUZJXKYBSMFDIU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZTZHAKLJVVVTKO-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BEWFIPLBFJGWSR-AONZOJHOSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SCABKEBYDRTODC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
AEUORZZHALJMBM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HCQHIEGYGGJLJU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YKGYQYOQRGPFTO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RTUMJAGKSDIHOW-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
NWSGBTCJMJADLE-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
VJRITMATACIYAF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WPMUZECMAFLDQO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YJGHMLJGPSVSLF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IUDMXOOVKMKODN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
APWMBANPMBFWLA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HPNMFZURTQLUMO-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
FVIGODVHAVLZOO-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
PSYGHMBJXWRQFD-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
GBFHNZZOZWQQPA-UHFFFAOYSA-J,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
FFUAGWLWBBFQJT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
HDIHOAXFFROQHR-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SZNCKQHFYDCMLZ-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NDKYEUQMPZIGFN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YEQPPBCBKNMCKW-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RDQQCSOIXMZZQR-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WIBFFTLQMKKBLZ-SEYXRHQNSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FJKPGTVTPYZWCM-KVVVOXFISA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PXRFIHSUMBQIOK-CVBJKYQLSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ONSIBMFFLJKTPT-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PVFZKRMYBKEXBN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CQLPLCKPQVVMQF-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SWAXTRYEYUTSAP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MQIUGAXCHLFZKX-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OZTWDFWAMMUDHQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZWYAVGUHWPLBGT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OLPXIHXXKBDZES-UHFFFAOYSA-L,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
LEOJDCQCOZOLTQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AXZWODMDQAVCJE-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IPBROXKVGHZHJV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NHFDKKSSQWCEES-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JVTAAEKCZFNVCJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
WQZGKKKJIJFFOK-GASJEMHNSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DNIAPMSPPWPWGF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
GVJHHUAWPYXKBD-IEOSBIPESA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
GVJHHUAWPYXKBD-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IAQRGUVFOMOMEM-ONEGZZNKSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
PUPZLCDOIYMWBV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
AZUXKVXMJOIAOF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BPRJQFIHEGORJE-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MRABAEUHTLLEML-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MKUWVMRNQOOSAT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WMVRXDZNYVJBAH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LDHQCZJRKDOVOX-NSCUHMNNSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
UKHVLWKBNNSRRR-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QAOWNCQODCNURD-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
NINIDFKCEFEMDL-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
YZXBAPSDXZZRGB-CGRWFSSPSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKHNMLFCWUSKQB-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RVGRUAULSDPKGF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HSZCZNFXUDYRKD-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
UBEWDCMIDFGDOO-UHFFFAOYSA-N,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
PPNAOCWZXJOHFK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FRPRHMFFTRIJHL-UHFFFAOYSA-H,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PMQJYWORJJEMQC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JNRQHASIGICJBU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GWEVSGVZZGPLCZ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
RQPZNWPYLFFXCP-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
HBGGXOJOCNVPFY-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WRYGOBYUNBNKLX-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WINXNKPZLFISPD-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZAKOWWREFLAJOT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZAKOWWREFLAJOT-CEFNRUSXSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QYYMDNHUJFIDDQ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
SNRUBQQJIBEYMU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
LHVVWWADJUJFEH-HKNOZQPISA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DKGVLECOSNIGFF-UHFFFAOYSA-J,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XAGFODPZIPBFFR-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
YDONNITUKPKTIG-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
JPNZKPRONVOMLL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PETXWIMJICIQTQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCKMMSIFQUPKCK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
LLEMOWNGBBNAJR-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
LVDKZNITIUWNER-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
CBOCVOKPQGJKKJ-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RYAGRZNBULDMBW-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CJZGTCYPCWQAJB-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
YPIFGDQKSSMYHQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DPXJVFZANSGRMM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CFKMVGJGLGKFKI-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0
YASYEJJMZJALEJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OSNSWKAZFASRNG-WNFIKIDCSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UUIVKBHZENILKB-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
XWPYVVNCDABVOT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZZTKVOKJMCZYBC-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SYELZBGXAIXKHU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BXGYYDRIMBPOMN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
HUHGPYXAVBJSJV-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
SEHJHHHUIGULEI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QHBCZTXTTUXELS-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KSQXVLVXUFHGJQ-UHFFFAOYSA-M,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
SZHQPBJEOCHCKM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
IRTXCPKNZUZNMH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZBCGXLXFPUSWRG-KDVGMVFVSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MLICVSDCCDDWMD-KVVVOXFISA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
VZOPRCCTKLAGPN-ZFJVMAEJSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LJCNRYVRMXRIQR-OLXYHTOASA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
XNRNJIIJLOFJEK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
VMHLLURERBWHNL-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
DPHAGKRZIJHMNL-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SXHLENDCVBIJFO-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HLBBKKJFGFRGMU-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
FMYOMWCQJXWGEN-BMZZJELJSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
UPMFZISCCZSDND-JJKGCWMISA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KSAVQLQVUXSOCR-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
DBMJMQXJHONAFJ-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
YDEXUEFDPVHGHE-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QAYICIQNSGETAS-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
HRKAMJBPFPHCSD-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MSRJTTSHWYDFIU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZBCBWPMODOFKDW-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
NDWUBGAGUCISDV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
KSYNLCYTMRMCGG-UHFFFAOYSA-J,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CRVGTESFCCXCTH-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
DKIDEFUBRARXTE-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
LVTYICIALWPMFW-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
UQDUPQYQJKYHQI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
VARKIGWTYBUWNT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OTPSWLRZXRHDNX-UHFFFAOYSA-L,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
WFRKJMRGXGWHBM-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XZTJQQLJJCXOLP-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BCKXLBQYZLBQEK-KVVVOXFISA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
COBPKKZHLDDMTB-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
QEKATQBVVAZOAY-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OPLCSTZDXXUYDU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BTJYKXPSPBJJDQ-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
XULHFMYCBKQGEE-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
TVFNPSNDNZSCBM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AYEFIAVHMUFQPZ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
FOKDITTZHHDEHD-PFONDFGASA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZMARGGQEAJXRFP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
ZGIPIEWHOQEVJN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AJXNWWLXMKDNHF-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZFBYSSBIQZUBBE-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XKQMKMVTDKYWOX-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
BYDRTKVGBRTTIT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BZZRUHJGDOBTJL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UUGLSEIATNSHRI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XOOUIPVCVHRTMJ-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
MIFZZKZNMWTHJK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
KDXKERNSBIXSRK-YFKPBYRVSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WTLBZVNBAKMVDP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
NOPLRNXKHZRXHT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
HELHAJAZNSDZJO-OLXYHTOASA-L,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ASEFUFIKYOCPIJ-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ICIDSZQHPUZUHC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
HOXWFOVSCUWIEH-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IIYODLPYXMDWMV-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MJWPFSQVORELDX-UHFFFAOYSA-K,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
LEQAOMBKQFMDFZ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
LPMBTLLQQJBUOO-KTKRTIGZSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OCZDCIYGECBNKL-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
BZKBCQXYZZXSCO-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
UUGAXJGDKREHIO-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
WHXSMMKQMYFTQS-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CETVQRFGPOGIQJ-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
CCZVEWRRAVASGL-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ATBAMAFKBVZNFJ-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
LTPBRCUWZOMYOC-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FAQYAMRNWDIXMY-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ILAHWRKJUDSMFH-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
WRECIMRULFAWHA-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
CEZMKTBVLJODAE-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
BRHZQNMGSKUUMN-UHFFFAOYSA-O,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NJXDGWMULJMJKU-UHFFFAOYSA-N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
