substance_name,cluster,manual_label,umap1,umap2,tsne1,tsne2
rosin,1,Reaction masses,-0.45877791957768776,-6.143747866362564,16.142707805523496,12.940980453673802
"rosin, hydrogenated, ester with methanol",5,"Trade names, codes & biological materials",-0.7794613802603183,1.1603454945383147,15.481843308267702,11.467318393612986
"rosin, ester with pentaerythritol",5,"Trade names, codes & biological materials",-0.6642554068735538,1.097207724839218,15.691119724214058,11.116101314575483
"rosin, ester with glycerol",5,"Trade names, codes & biological materials",-0.7889296488634048,1.1057766077814177,15.490721455998926,11.035936838466405
gum arabic,1,Reaction masses,-2.490582183169454,-2.649704992979996,6.081492772289513,26.199907365394964
carboxymethylcellulose,5,"Trade names, codes & biological materials",2.7288544623383584,-3.475306809157364,7.114888905685843,8.20006542211202
dammar,1,Reaction masses,-1.042891994284719,-6.477388918608658,-9.151004580509298,39.25021221586595
guar gum,1,Reaction masses,-2.444287017153829,-2.7412610652151033,6.0095180376348605,26.202322168888518
tragacanth gum,1,Reaction masses,-2.473415926264852,-2.655742705077164,6.074640327539261,26.21601690911537
gelatin,1,Reaction masses,-2.441482618617147,-2.4483755232992097,6.945751009449654,22.825918764551428
casein,1,Reaction masses,-0.8163394706121383,-6.740152418822281,-10.506682717169161,33.534322282420284
polyethylene wax,2,Complex substances (UVCB with structure),-5.672213033007711,-0.09742088636779034,16.47894184317487,27.41593717762463
polypropylene wax,5,"Trade names, codes & biological materials",-5.712308362292379,-0.07581962759070837,16.48414794779008,27.53438190858725
polyvinylpyrrolidone,6,"Polymers, fatty acids & surfactants",2.042079254818827,1.1092403507984017e-4,10.106558268023038,5.2292942475203
cellulose,4,Inorganic compounds & metal salts,2.671819016171366,-3.57105880996608,7.34157361237454,9.571723703974115
cellulose acetate butyrate,5,"Trade names, codes & biological materials",2.66876630468455,-3.5582879187765046,7.368908974275403,9.622307959654771
