substance,substance_name,priority_score,list_score,bio_score,n_lists,top_list_cat,echa_lists,bio_activity_labels
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/69f04e466d041773bfa2ce72bf691731,Bromocyclohexane,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a02c9ec72f173bd5017f2aee983ff14,"Reaction mass of (2S,6S)-2,6-Dimethylmorpholine and (2R,6R)-2,6-Dimethylmorpholine",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a041a5b29cb21721cbd214c0c9c7e56,N-phenylpiperazine,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a0c138bffb26470d0cd38ae180525a6,OEH 6823,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a20988d86afb969f68b5688546f9d20,Asparagine,0,0,0,1,Other,reach_registrations,plant metabolite|micronutrient|Escherichia coli metabolite|Saccharomyces cerevisiae metabolite|nutraceutical|human metabolite|mouse metabolite
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a25ce621d3aa74ac9a3de3966b7d6ce,Diethylaluminium iodide,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a29cf46f046149d377abac4f6c0727a,"1H-1,2,4-triazole-3,5-diamine",0,0,0,1,Other,reach_registrations,EC 1.17.4.1 (ribonucleoside-diphosphate reductase) inhibitor|DNA synthesis inhibitor|antineoplastic agent
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a43a5fc5e8c52c1ab32d11d7b11a7b7,"1,1,2,3,4,4-hexafluorobuta-1,3-diene",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a45b5ae7fcdae2699ae33d534ee6582,"(2S,3S,4R)-3-ethyl-4-hydroxy-2-(methoxycarbonyl)pyrrolidinium 4-methylbenzenesulfonate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a5202e2b7de07504b28c3168a85aeca,4-fluoro-2-methoxyphenol,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a55bc707d039c5290bd1fc40fc6348f,2-phenylisobutyric acid,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a5632048800fa83064d3de3924c24f3,Methyl-2-(2-chloromethylphenyl)-3-methoxy-2-acrylate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a5e773d2f99b34eda99ca2acbdf6bb2,"(3R,7aS)-3-tert-butyldihydro-1H-pyrrolo[1,2-c]oxazole-1,5(6H)-dione",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a60d7a4eca3fdbdb6569d1121ab06fd,"8-bromo-7-(4-chlorobenzyl)-3-methyl-3,7-dihydro-1H-purine-2,6-dione",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a69a3305575a2565968b3293c836361,"(2,5-dichloropentyl)ammonium chloride",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a69c39edc38c2e48ec3bc77ed7c6a80,"2-Naphthalenecarboxylic acid, 4-[2-(5-chloro-2-methylphenyl)diazenyl]-3-hydroxy-",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a6d6832ebd6295bd8183119dc0ac901,"O,O-dimethyl phosphorochloridothioate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a6eede13dc4eb2ce6c4a3ace917af1e,2-cyclohexylphenol,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a7e3dafd37c04230ea499153a0d63f7,Methyl 3-amino-4-methyl-2-thenoate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a814ed57d277a16fde8b0c5549a07c6,"4-(2,2-dichlorocyclopropyl)phenyl acetate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a8f1964e903d8be02f9eb2833ecb362,Benzyl [5-(hydroxyimino)pentyl]carbamate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a948ef2097d2257e2b36ddf34c89460,"(3R,3aR,6S,6aR)-hexahydrofuro[3,2-b]furan-3,6-diyl dioctanoate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6a9af2b01bef83279115fff420e45a43,1-iodopropane,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6aa1f906382f0980ea186f099f427312,Butyl vinyl ether,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6aa7cad0e653b208ca4ebe943bb6adb8,"Methyl 4,6-dimethyl-2-oxo-2H-pyran-5-carboxylate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6aa929bca156b8fd8d561f3abe32825d,Tetrakis(isobutyrato)zirconium,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6aa9883c58f3c9f55a5aeafca21a1987,"6-Heptenoic acid, 7-[3-(4-fluorophenyl)-1-(1-methylethyl)-1H-indol-2-yl]-5-hydroxy-3-oxo-, 1,1-dimethylethyl ester, (6E)-",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6aaa26bcafff42240c961752a6fe4675,Tris(2-propylheptyl) phosphite,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ab17f99df20b651f1278d5f1cd0619e,Beclometasone,0,0,0,1,Other,reach_registrations,anti-inflammatory drug|anti-asthmatic drug
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ab47421439599c383f6f5fac365a2a2,Reaction mass of (2-hydroxy-1-methyl-ethyl) carbamate and 2-hydroxypropyl carbamate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ab5dc2179d7713f83fc7ced65ef4a95,(3Z)-hex-3-en-1-yl 2-methylprop-2-en-1-yl ether,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6abddad329ec9aada604bc5ded73e2a1,1-(5-chloro-2-thienyl)ethan-1-one,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ac5ce6e8d07a5adfae8a8c32a5e6700,N-acetyl-β-D-glucosamine,0,0,0,1,Other,reach_registrations,human metabolite
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ad07a44bbfadd10b669342c977d1f09,"5-(1-methylpiperidin-4-yl)-5H-dibenzo[a,d][7]annulen-5-ol",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ad185cf0cb54dbf3a28571bbffdc3b1,Lithium-2-methoxyethoxide,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ad276cadc4aab4050fb3f5df55a9e13,"(1R,2R,3S,4S)-1-(1,1,3,3-tetraoxido-1,3-dithian-2-yl)pentane-1,2,3,4-tetrol",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ad3c65e558d437680797ca7e952d234,3-chloro-p-tolyl isocyanate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6af3f7ac8c71456a5fa0ee4b5ffb804c,"2-(4,4-dimethyl-2,5-dioxooxazolidin-1-yl)-2'-chloro-5'-(2-(2,4-di-tert-pentylphenoxy)butyramido)-4,4-dimethyl-3-oxovaleranilide",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6afa470482653500fe8b791cad64e116,"1,3-dichloropropane",0,0,0,1,Other,reach_registrations,environmental contaminant|nematicide
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6afd542d92c463bf5e5aee3a30536c0b,p-tert-butylcinnamaldehyde,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b00c25cd5fb39abdaff2f504a8bb3e1,"8-chloro-5,10-dihydro-11H-dibenzo[b,e][1,4]diazepin-11-one",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b02877d84cecc173a8c978b6c51cc52,"9-Octadecenamide, N-[(1S,2S,3R)-2,3-dihydroxy-1-(hydroxymethyl)heptadecyl]-, (9Z)-",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b07c09b49e52ba007641572b7d29e27,Sodium hydrogensulphide,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b07da10c6631274a10214e71f454896,Benzylhydrazine dihydrochloride,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b0c98cb5eb20d22113b886ee3dc586f,"9,12-Octadecadienoic acid (9Z, 12Z)-, anhydride with 2,2-dimethylpropanoic acid",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b10a3db2367d2c0c986617c20eff76c,Titanium(4+) ethanolate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b171a992b48e743e89106681a14e40c,"(S)-( )-Methyl (2-chlorophenyl)(6,7-dihydro-4H-thieno(3,2-c)pyrid-5-yl)acetate bisulfate",0,0,0,1,Other,reach_registrations,platelet aggregation inhibitor|anticoagulant|P2Y12 receptor antagonist
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b17a072653bb9ab2b21a09ebaeda853,"4-amino-5-methoxy-N,2-dimethylbenzenesulphonamide",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b17d55f46b2475e0675ef0987a47eea,"1,3,6,8-Pyrenetetrasulfonic acid, sodium salt (1:4)",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b18fe802e3c6feda91df59221329b89,4-chloro-3-nitro-5-sulphamoylbenzoic acid,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b1ca73715aeed660312f3845d38f810,17 beta-Hydroxy-5(10)-estren-3-one,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b266aac152f5571f0abbfcc981b1cac,Methyl 5-mesyl-o-anisate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b26c64497a2bdb3b6f949a9cf938769,1-propylbutylamine,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b2cf203f03bbe0647f74d3a89e465fc,1-(4-trans-Pentylcyclohexyl)-4-propylbenzene,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b2e755bc252d1e24b0a5b0f0e4fad0e,"rel-(1E)-1-[(1R,6R)-2,2,6-trimethylcyclohexyl]hex-1-en-3-one",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b36e09f030083b73a6782458482db9a,ethynyltris(propan-2-yl)silane,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b38285fa6b2fa38a19129d55fadeeef,"Sodium bis[3-[(4,5-dihydro-3-methyl-5-oxo-1-phenyl-1H-pyrazol-4-yl)azo]-4-hydroxybenzene-1-sulphonamidato(2-)]chromate(1-)",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b420b486927b77865e7e87424ecdb0a,N-bromosuccinimide,0,0,0,1,Other,reach_registrations,reagent
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b4820ca10b3c0fbb3ce5ee5e0d75865,"1,3,4,6,7,8-hexahydroquinoline-2,5-dione",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b556e13305e858f8d15f93858b505c8,"(1R,3s,5S)-8-benzyl-3-(3-isopropyl-5-methyl-4H-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octane",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b605bf17e9b5463eac96563f408c68c,Hexaphenoxycyclotriphosphazene,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b619e0ee2f535e20f465c02704dbb5c,Chloroacetone,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b6a170078f32f97df1c160f697321a6,4-hydroxyindole,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b6bc8338cf92d4f23611d43a93cb186,Barium m-toluate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b704f21c901324f38bd65c8d9fed4d8,"4-nitrophenyl 1,3-thiazol-5-ylmethyl carbonate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b71bc2f51a6094915acacf9616ac020,"D,L-DIETHYL TARTRATE",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b72e28ea40b458b72033cf0dce83cf8,1-CYCLOOCT-3-ENYLETHANONE (MAIN ISOMER),0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b741655b0fd5d12962f8d038f54514b,1-bromo-2-iodobenzene,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b7e1de65370306b51688aafb33abd23,"(1α,2β,5α)-2,6,6-trimethylbicyclo[3.1.1]heptane",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b7ff771468e826ac9a55d9843fea92f,"2-hydroxy-1-(1H-imidazol-1-yl)-2,2-diphenylethanone",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b84b94a2d8a066f2c2a5b7ba3f88a93,N-(tert-butyloxycarbonyl)-L-threonine,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b8809c696ba1a76bdc54ee63f83925d,Cloxacillin sodium,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6b8ba8e063880018e8e13b52be3398ce,(R)-3-(Boc-amino)butanoic acid,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ba66b99b7dcc4c17ed0201a54ef65a3,"2,3-dihydro-1,3,3-trimethylspiro(indole-2,3'-(3H)naphth(2,1-b)(1,4)oxazine",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bb06a58d03d89efb72b29e18200c429,N-phenyloxolan-3-amine,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bbbf7aba5962f6482bc223ba773af6b,"1,2,3-trichloro-5-(trifluoromethyl)benzene",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bc5e1e188a09df627767607b3140b5b,2-amino-4-(methylsulphonyl)phenol,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bcbfc529aecd292e6104d494d43cc39,Barium bis(2-ethylhexanoate),0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bcdd0ffe6262099123bde3188810bb0,Methylprednisolone,0,0,0,1,Other,reach_registrations,xenobiotic|adrenergic agent|environmental contaminant|neuroprotective agent|anti-inflammatory drug|antiemetic
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bcf4107332fa87f50b074d152aa7f56,A mixture of isomers of (chlorophenyl)(chlorotolyl)methane,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bd171d95e92820e7874bf00f9ae5cfa,"6-chloro-1,3-dihydroindol-2-one",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bd46a38111fb1882bfe8bac8c936cb0,Imidazole-1-propionitrile(8CI);1-(2-Cyanoethyl)imidazole,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bd8243210b265218f4534e2f0d85e46,2-[(5-chloro-8-quinolinyl)oxy]acetic acid,0,0,0,1,Other,reach_registrations,herbicide safener
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bd92c40066598270ac870b7fd1234f6,4-chlorobenzenethiol,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bdaec04b5df59cec1844ab8f615f56f,"(2S, 5S)-2, 5- N'N ''-Bis [(N,N-Dimethyl Amino) Sulfonyl] Diamino- 1,6- Diphenyl -3- Hexane",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bdbf6cc4da44e062f094ecdadc4615a,N-(3-acetyl-4-hydroxyphenyl)acetamide,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6be016f21c354d327a03682d50b5de89,"3,5-diaminobenzoic acid",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6beb71c7bcc9dedfe3e23423429ea295,4-(p-nitrophenylthio)aniline,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bf47e47004bae1cce2357c24d9c114f,Phenylephrine,0,0,0,1,Other,reach_registrations,alpha-adrenergic agonist|cardiotonic drug|vasoconstrictor agent|sympathomimetic agent|mydriatic agent|protective agent|nasal decongestant
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bfeefc3ae55c2a8d7b8ccdadfb1c577,Potassium di-tert-butyl phosphate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6bff7b1e8df126db35fa656279149102,Cyclopentylphenylglycolic acid,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c0641a2fd759c2cf33e9f5d3a39c3b7,"5-propyl-1,3-benzodioxole",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c085b31de42ecb1d643ce58688eed38,"1,4-Oxathiane-2,6-dione",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c0ef17acca7f505df24641eab8f63b4,"Methyl 5-deoxy-2,3-O-isopropylidene-β-D-ribofuranoside",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c10fb41fc3a89dd07da040eb672abab,Iridium,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c1263d637a5cfc653bb473ac25e45af,Terbium trinitrate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c178f2829dd0dd80199652f09fb81d8,"(3,4-diethoxyphenyl)acetonitrile",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c24344886410f9862b846920983d369,"4-Propylbenzen-1,2-diol",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c28a9142a4861f3494170e48eeace19,"1,4-Bis(4-((4-acryloyloxybutyl)carbonyldioxy)benzoyloxy)-2-methylbenzene",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c2c0d5c543378a2136a7da97ec5067f,"Octahydro-4,7-methano-1H-inden-5-yl acetate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c30affd2293aeecf252706104c71bb8,"4,4'-((4-(phenylamino)naphthalen-1-yl)methylene)bis(N,N-dimethylbenzenamine)",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c46f12fe7303db5a9e35d42d6912cd7,"(1R,11aS)-1-acetyl-11a-methyl-2,3,3a,3b,4,5,6,8,9,11-decahydrospiro[cyclopenta[a]phenanthrene-7,2'-[1,3]dioxolan]-1-yl acetate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c5e49432f064fb795f6fa778e29c61f,"2-isocyanato-1,3,5-triisopropylbenzene",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c6f07bedad6b8fbd45429f92f25738c,diethyl N-[3-(trimethoxysilyl)propyl]aspartate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c750c23500e9686b80044275371b5f8,Sodium bis[1-[(2-hydroxy-5-nitrophenyl)azo]-2-naphtholato(2-)]chromate(1-),0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c76aef26a07be779b81a86a0bec30fe,3-(Dimethylamino)-1-(3-methoxyphenyl)-2-methylpropan-1-one,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c79b4f5b66629b0f8ba4be5449500e0,5-Chloro-2-methylbenzoic Acid,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c7e4bee962a34a3e3a85afe749ec561,"2'-[2,4-dichloro-5-(1-methylethoxy)phenyl]-2,2-dimethylpropionohydrazide",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c8061e006cdd0ee3bc10a46f3bd4acb,Myristoyl chloride,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c82cd4dc32777b619adc0fb2a585e3f,"2-ethyl-2-(3-chloro-propyl)-malonic acid-1,3-diethyl ester",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c83500f385542c219ec082119282c08,"A mixture of: N,N-di(hydrogenated alkyl C14-C18)phthalamic acid; dihydrogenated alkyl (C14-C18)amine",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c882442c05e9ca72ad1a352873faf8a,8-isopropyl-8-azabicyclo[3.2.1]octan-3-one,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c8ce9a11ce3495f9efbcea64715de19,"MIXTURE OF 2-(2,2,7,7-TETRAMETHYLTRICYCLO[6.2.1.0((1,6)]UNDEC-5-EN-5-YL)PROPAN-1-OL AND 2-(2,2,7,7-TETRAMETHYLTRICYCLO[6.2.1.0(1,6)]",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c92f631183e846ec962dd8ffe7fc590,Calcium arsenate fluoride,0,0,0,1,Other,sommatie_stoffen,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c93ee7a52160698cfac6c20535eae40,MS,0,0,0,1,Other,reach_registrations,metabolite
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c96cf320c2f32a4cffe1942f9c4cec1,2-butoxyethyl benzoate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c970626ff11c013e2b37536a831ac95,Tetrapotassium hexacyanoferrate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6c9ddbc60bf84c685690f9f1df01ed41,2-ethoxy-1-[[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl]-1H-benzimidazole-7-carboxylic acid,0,0,0,1,Other,reach_registrations,antihypertensive agent|xenobiotic|environmental contaminant|angiotensin receptor antagonist
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ca492649a19cd04fd4bd9ed749551d9,3-Fluoro-4-(4-morpholinyl)benzenamine,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cabb8bf155b36ca4d06d248e7c96ebd,"ethyl 5-chloro-7-(methylamino)pyrazolo[1,5-a]pyrimidine-3-carboxylate",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cb8b63848c8a727ea0b00b5044d85df,"(R)-3-Amino-1-(3-(trifluoromethyl)-5,6-dihydro-[1,2,4]triazolo[4,3-a]pyrazin-7(8H)-yl)-4-(2,4,5-trifluorophenyl)butane-1-one hydrochloride",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cb99418eeddb16f3511732f72ab8ec4,4-bromophenyl acetate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cba7a6be1ee1536ce69cb296787550a,4-(phenylcarbonyl)phenyl dodecanoate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cbd2abe4f29e67c925f07ae81cfb46d,3-bromo-1-(3-chloropyridin-2-yl)-1H-pyrazole-5-carboxylic acid,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cbd9ddf905dcb8189f894d6ad93cb7b,2-chloro-4-(1-(tetrahydro-2H-pyran-2-yl)-1H-pyrazol-5-yl)benzonitrile,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cc74c9692d6c78535ebb5ec2214db7b,"Silane, [2-(dimethylsilyl)ethyl]trimethyl-",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cc8f8982ff52ea6c03aa2e82fd884f9,Chromium tris((2-ethylhexanoate),0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6ccb6812d0fcb2bfdd1211161a323268,Aluminium perchlorate,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cd1612319fba26008d6460500ce5706,"1,1-cyclohexanediacetic acid monoamide",0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cd6d219690c709eef45a7c6a696b995,Xylitol,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cd799c4cd080c96ff9d5734851c2f77,2'-chloroacetoacetanilide,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cd898190fc244c014ffca7af9005bb3,N-[(9H-fluoren-9-ylmethoxy)carbonyl]-3-phenyl-L-alanine,0,0,0,1,Other,reach_registrations,
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/6cdac70848445242becd9a22e3597b46,"Methyl N-(2,6-dimethylphenyl)-DL-alaninate",0,0,0,1,Other,reach_registrations,
