substance,substance_name,priority_score,list_score,bio_score,n_lists,top_list_cat,has_bio,quadrant
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/da476c9c0169a7e6f78a65a853ac83c5,Sodium 3-nitrobenzene sulphonate,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/da57f114b78c3f737090ad3aa90a0dde,Bromomethane,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/daf1ce154867859190cea33a1249746f,"(2R,6aS,12aS)-1,2,6,6a,12,12a-hexahydro-2-isopropenyl-8,9-dimethoxychromeno[3,4-b]furo[2,3-h]chromen-6-one, rotenone",4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/db5257a4f9943332be3da24566ceecd7,Tributyl phosphate,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/dc3b063b85efc2599ed54ab05fca83c7,4-methoxyphenol,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/dc8ff2c29f16bea348aec40b0a420e81,(Z)-13-Octadecenal (SCLP Aldehydes),4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/dd52ea34adce9132a140f7a0ad5a8d23,Flutolanil,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ddd9a59814dc50d8c206c8a9d9c763c4,"3,9-bis(2,6-di-tert-butyl-4-methylphenoxy)-2,4,8,10-tetraoxa-3,9-diphosphaspiro[5.5]undecane",4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ded6feebc0aac1ed1c6c251ea8cd1e99,Potassium cyanate,4,3,1,3,Harmonised / CLP,TRUE,Q1: broad regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/df68f43e383eaca425bb7bd7031ffc10,Iprobenfos,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/df70468068caa6a128ecf133f3456690,Fenaminosulf,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/df7b4a53c57148b06659a5c719b81235,"N,N',N'',N'''-tetrakis(4,6-bis(butyl-(N-methyl-2,2,6,6-tetramethylpiperidin-4-yl)amino)triazin-2-yl)-4,7-diazadecane-1,10-diamine",4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/df86c572da929cf589f9f89b64258fea,"4,4'-methylenedi-2,6-xylenol",4,4,0,3,ED,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e0a647f77fcecf15ce828baccbf7e3c7,methyl isocyanate,4,2,2,1,Harmonised / CLP,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e0de1e56cf084b8f63e657c5ce015ef6,Benzthiazuron,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e1dd70a8551541f7d5a1b99ac008c4ee,Hexyl salicylate,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e2e162dfc5b2b7624a61388f5c869f2a,Dimethyl carbonate,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e3330c968661b5bfe596aaf20b59811a,"acrylic acid, tert-butyl ester",4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e3dd45d4b4d2a2bee091de496f0a3a31,Propineb,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e42c5c46c0efff758cbc84b4684f16d1,Trimethoxy(methyl)silane,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e5889d40696dc0054d0880c979dc34b5,Proxan-sodium,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e5d39fb781081f8599105478bb4ba8e5,Fenpropidin,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e67358e8b6b78aca38135e0ac49173df,Diphenamid (aka difenamide),4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e67bf77d624b442c79e468c38e9b84e0,Adipic acid,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e745570870306a2cacfb65c3a4b86243,Quizalofop-P,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e74e62a32c2277cd164b445548c4f8f1,"2-(3,4-dichlorophenyl)-4-methyl-1,2,4-oxadiazolidinedione; methazole",4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e773f65144e36b80cb5a948e78de1b83,Chlorobenzilate,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e79bcfdd798e98be3f3e35facafdb4a5,Coumafuryl,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e7ae1604c6f7690a719b6e01d7826970,Calcium dihydroxide,4,4,0,4,Pesticides,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e7b7d277ada563cb070d38ed28b18f0b,Cyhexatin,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e7dde03740cc08f9ff64a17e98d467c9,Dimethyl ether,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e85179bd22a52cc39c9e263eafd46586,"A mixture of: α-cyano-3-phenoxybenzyl (Z)-(1R,3R)-[(S)-3-(2-chloro-3,3,3-trifluoro-prop-1-enyl)]-2,2-dimethylcyclopropanecarboxylate; α-cyano-3-phenoxybenzyl (Z)-(1S,3S)-[(R)-3-(2-chloro-3,3,3-trifluoro-prop-1-enyl)]-2,2-dimethylcyclopropanecarboxylate",4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e9d3d802ec09bafc978a92a6fa36577b,Cyantraniliprole,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/eacb3e40dbbd87b73b18ccac30b95132,(Z)-8-Dodecen-1-yl acetate (SCLP Actetates),4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/eb80ff5c03e6a7c21a2669fad80268ef,Ethyl formate,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ec52fadcaaee0c2faada284b951a4843,Lauric acid,4,4,0,4,Pesticides,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ec6e8f2cbdc6999e3bcc83a463e965e7,Dipotassium tetraborate,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ecb329044118f396a2eb55853a62a2c5,Aluminium sulfate,4,4,0,4,Pesticides,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ee069b926fcc57abd7a942fd6823e16d,Nickel bis(sulphamidate),4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ee11a2e1fa0b578a7758c8c10b89b8ea,"Benzo(r,s,t)pentaphene",4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ee12edba5cabe1a4a3a499706491232c,Di-allate,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ee216fc95dbc3805af350171d61dfe68,Prosulfuron,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/eea55156b5c1ecb4d36ccbd7eb2d69c3,Lufenuron,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ef4b825c7a4108c395f5f60439dbfe8f,"N-(1,4-dimethylpentyl)-N'-phenylbenzene-1,4-diamine",4,4,0,3,PBT,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ef558c119d46fbf8db22febfcb1b1af4,2-methylaminoethanol,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ef74e56e5834c5cf1d5762d9ceeab116,Secbumeton,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/efc446afb3fce219978027377703a1dd,Kelevan,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f1f81d7ded7ae5947d038d0708ab75f9,Pentachlorophenol,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f23e2570a6cdab688b521f27b39b3590,Diethylamine,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f25ba2735e501ec97efd6cd9c0d59db3,"(8E,10E)-dodeca-8,10-dienol",4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f2f2a923c592008af351a90ba8bf25df,Sodium sulfide (Na2(Sx)),4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f31ea707d0e5a79eb2a5ac99b10184d6,Thiobencarb,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f3a1eedc955813f212ef37cc51f878f5,Etoxazole,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f4262f1d6fd3ab62449c95ff79b6dc62,Piperazine,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f4ec71892232ca39dd8551d66abff752,Chlorothalonil,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f6000a5d61d5fcb44c1fe944b31cf576,Zoxamide,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f63fe702ae3fa32b1e7e06769ad818f8,"Benzene-1,2:4,5-tetracarboxylic dianhydride",4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f789ed2a5480908d0649507b04863d88,Tetraphosphorus trisulphide,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f7ec0da861502a5d890e8f583e8af2e3,1-propanol,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f861b15e2c0abfcba7d9a50a0a4acf02,(Z)-octadec-9-enylamine,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f8d73db46cff3b4062cd5f3ca754a86d,"2,4-diamino-6-phenyl-1,3,5- triazine",4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f91c62272d0263f7ec1e02a19ba8dc63,5-chloro-2-(4-chlorophenoxy)phenol; [DCPP],4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f9360a279e6b4a9e9959a353ed447935,Dioxathion,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f9ecbe3ab81f069dfabbad753aae2d73,Methyl 3-[3-(2H-benzotriazol-2-yl)-4-hydroxy-5-(2-methyl-2-propanyl)phenyl]propanoate,4,4,0,3,PBT,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fa4f632a157fba59e4ed8c064b72e7fb,Dilauroyl peroxide,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/facf5c60250f58571ffda052ab760df2,Trichloronat,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fb3c725ad20f9e09e709808d07dd790f,Acetylene,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fb7be2b806b6fb50c345f758aac3d7bd,"1,3-Dichloropropene",4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fbed840bc022c2e80cb0e94c99df9989,Coumachlor,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fd5f46302b49433dffd3413c6c423338,Fenhexamid,4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fdb33f45a244e1782692c2ad7f27d08c,Phoxim,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fdc031a56a8ad2e005afda8371cfa6f5,"Tetrahydrothiophene 1,1-dioxide",4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fde92931681c14535327e8976707590a,"fluroxypyr-meptyl (ISO); 1-methylheptyl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fdf7dac78b03b76703b19945549ae4fe,"3,7-dimethylocta-2,6-dienenitrile",4,4,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/fe00010e2150666ab28f4d55b889cfbf,Thionazin,4,4,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ffa3036d273e7b42a667b7395f6dea09,2-(morpholinothio)benzothiazole,4,4,0,4,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/002d3ac84cdb8324089dabd1f2a65edd,Benzamide oxime,3,0,3,1,Other,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/00b72a885fcf9ff7decea91839c740c4,Chloroxuron,3,2,1,1,Pesticides,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/00fa2cc832648a5880778cc832f79724,N-butyl acetate,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/047c829f526c79e3abf60daf03f4b072,"[4-[p,p'-bis(dimethylamino)benzhydrylidene]cyclohexa-2,5-dien-1-ylidene]dimethylammonium m-[[p-anilinophenyl]azo]benzenesulphonate",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/053f9ab3323ef6ca75aeb79e738c477a,Norflurazon,3,2,1,1,Pesticides,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/07cde5046108cef286b116d6a8cea93d,Disulphur dichloride,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0861b5aa7df0a14ab7975af4926c831c,Benzyldimethylamine,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/089fb1e7f831648ae0dca82d82efa939,S-(3-(triethoxysilyl)propyl) octanethioate,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/093179c49e3358299dde72a9bbdb71fb,Spiromesifen,3,2,1,2,Pesticides,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/098fc79dfcf788db26111ca264008234,"1,1,3,3-tetramethylbutyl peroxypivalate",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0a695d3fd3518f14f28f9ff35b95eff4,Tetrahydromethylphthalic anhydride,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0d2e82d800478b1f16d7e07f2d81f56b,Orthosulfamuron,3,2,1,2,Pesticides,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0de9f9d733daeb214441847e8d815fae,Propionaldehyde,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0df16397f3af21da6855ee458f3d79db,pyraflufen (ISO); 2-chloro-5-(4-chloro-5-difluoromethoxy-1-methylpyrazol-3-yl)-4-fluorophenoxyacetic acid,3,2,1,1,Harmonised / CLP,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0ef2a4d77c3f141b5785a82d1f7a20ef,Diisopropyl ether,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0efd2d1a5f7d99b8694289703cc2de6f,Ethylamine,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0f29ada3ecd97c8b174ed8ea15b93905,Ammonium trioxovanadate,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0f5e53e80b2a74ccf1a058a6e665b0d7,Calcium carbonate,3,3,0,3,Pesticides,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1073426ca51937688f0f57521865fb63,Ammonium mercaptoacetate,3,1,2,2,Other,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/11d31f3e45dcac29fff54d4bc68ddd99,C.I. Pigment Green 17 (or: chromium(III)oxide; C.I. No. 77288),3,3,0,4,Other,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/13f761285539d3450d54ef599266c6ac,2-hydroxybenzoic acid 2-butyloctyl ester,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/14282008b88ceb78d61d5a65c7e3cc94,Nerol,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/14a305a3b123e0654b54756a6b037ecb,Cyclohexyldimethoxymethylsilane,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1578194531c76305968976f98516e86e,"N,N-diethylhydroxylamine",3,3,0,4,Other,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/15a11684daff17f7d839c7f40fdb1d9c,Barium sulphide,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/15b9c255502376a8b548bc118f604b79,Sodium perfluoroheptanoate,3,3,0,1,ED,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/16a1b08a9af401931d26586fe82a3f24,Tetrahydro-4-methylphthalic anhydride,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/16c2c8a8853bfa48396f6f18f2d1e75f,tetraammine platinum (II) hydrogen carbonate,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1707aae66e84596ef56407fd577db475,3-methylbutan-2-one; methyl isopropyl ketone,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/174e5e9a7d14e5db2e1d1dc64ad32723,Bis(2-ethylhexyl) adipate,3,3,0,4,Other,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/17a6d86f6a64a7ce763838eec47f1eee,"2,3-epoxypropyl acrylate; glycidyl acrylate",3,3,0,2,Harmonised / CLP,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/189743eae81f64a48ba2443d67b018e6,Hexafluorosilicic acid,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1a151ee3f6a902808814637887ea53b4,"1,3-dichlorbenzene",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1b52d84195123e4802831681c9e39430,"7,7-dimethyl-3-oxa-6-azaoctan-1-ol",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1be23c2ec9fa1e49aff7ad9e73ccc471,"2,5,7,7-tetramethyloctanal",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1d5a4f353005686a27b04b8b32282945,"N,N'-1,6-hexanediylbis(N-(2,2,6,6-tetramethyl-piperidin-4-yl)formamide",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1d6bceb9f70d6cafa381da3171dbaa3a,Butane,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1e7029824ca911cd0b84e8611fa889d3,Methoxyfenozide,3,2,1,2,Pesticides,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1efba082773178331d722fe343fe9e6b,"1,2,3,6-tetrahydrophthalic anhydride",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1f72ec5d4707be61b740683a9c681e50,"1,2,3,4-tetrahydronaphthalene",3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1fe3e2cc46ab6a55e20eccc13b10e0b1,Ammonium chloride,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/201c02c9c877dfe680f13a2b6432d8e8,Butachlor,3,2,1,1,Pesticides,TRUE,Q2: limited regulation & ChEBI hazard evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/202c61b75abf12e96ef5232db8d4da67,Benzimidazole-2-thiol,3,3,0,2,ED,FALSE,Q4: limited regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/20374dd103b69088c49bdbfc71ffc607,2-pyrrolidone,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/21057f657bc3631a48c03735b04a7345,Methanesulphonic acid,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/215347e8aa5eba92181401b1b7751a78,Dinitrogen oxide,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/21586db2c27799fed81ce855ff5ba83c,Iodine,3,3,0,3,Harmonised / CLP,FALSE,Q3: broad regulation & no ChEBI evidence
